This happened mid-stir. #shouldhaveorderedtakeout #cookingfail #thisiswhymyhubbycooks http://t.co/vFHfVnFzTx,http://pbs.twimg.com/media/BW_lVvZIAAAKccY.jpg,yes,no,NA
Should have had peanut butter on toast... #cookingfail http://t.co/hig7WGzB,http://pbs.twimg.com/media/Alt0R58CEAIqEo1.jpg,yes,yes,partial
Why you should not use purple heritage carrots to make udon soup. #cookingfail http://t.co/WdCYZVMy,http://pbs.twimg.com/media/AloqvYRCEAAHGOu.jpg,yes,yes,CD
Was reading twitter and forgot about this #cookingfail http://t.co/mz51MeMy,http://pbs.twimg.com/media/AlaPZDJCQAAFbnx.jpg,yes,no,NA
Omelette in a carton. Er...no thanks #lazy #cookingfail http://t.co/6HfDXCwDD0,http://pbs.twimg.com/media/BW_LZgSCEAAkhLO.jpg,yes,yes,CD
Nice try Paula deen. I don't think you're supposed to eat off the floor #cookingfail @agb5y http://t.co/Gn8PlqN0,http://pbs.twimg.com/media/Ak6wQAxCMAEM50D.jpg,yes,yes,partial
Can you guess what #meal this was supposed to be? #CookingFail http://t.co/43BGvhpW0J,http://pbs.twimg.com/media/BWyzzT7IUAAYc-v.png,yes,no,NA
I thought plastics can go in oven... Guess not. #cookingfail http://t.co/LE9axII3,http://pbs.twimg.com/media/AkR-jb_CEAAmKl8.jpg,yes,no,NA
This is what happens when you get distracted at breakfast #cookingfail http://t.co/ZAhtUqZc,http://pbs.twimg.com/media/Ajm_s3KCEAE1PaK.jpg,yes,yes,partial
Egg on a hole. #cookingfail #yummythough http://t.co/Ghf7MRkeDX,http://pbs.twimg.com/media/BWrqjUbCcAAgQUx.jpg,yes,yes,partial
Note to self: don't grab the handle of an iron skillet shortly after its removal from the oven. #cookingfail http://t.co/TEAK88c3,http://pbs.twimg.com/media/AjVS-IOCQAAo528.jpg,no,NA,NA
"Er, is anyone else seeing what I'm seeing here...? #rudeveg #cookingfail http://t.co/tc1W97Ypz7",http://pbs.twimg.com/media/BWoon42IgAA6Jj5.jpg,no,NA,NA
Never the same presentation too much filling #cookingfail but #tasty #goodeggs http://t.co/4IbPyHmepx,http://pbs.twimg.com/media/BWYmzXyCIAAff7o.jpg,yes,yes,partial
Houesmate forgot to take the mashed potato out of the plastic packaging as the instructions said..#cookingfail http://t.co/ZOJUtTc4yG,http://pbs.twimg.com/media/BV6Y0kVCIAAIfsZ.jpg,yes,no,NA
"If exams are any way as hard as making cheese on toast, I'm toast #cookingfail http://t.co/RAGCsno3",http://pbs.twimg.com/media/Aie23vPCAAEL5TS.jpg,yes,yes,partial
This is why I'm so glad @CibreoCleveland is around the corner. #garlicbreadburn #cookingfail http://t.co/uXhS3TUikK,http://pbs.twimg.com/media/BVhiJ5nIcAA3imE.jpg,yes,yes,partial
Arrrgh why can i never keep lasagna sheets in one piece!? #cookingfail http://t.co/kaiSN1cwOu,http://pbs.twimg.com/media/BVWfaacIgAEE2Qx.jpg,yes,yes,partial
Omelette making isn't going on my LinkedIn profile #cookingfail http://t.co/3AwMOBk2c6,http://pbs.twimg.com/media/BVCFuZACMAATjG0.jpg,yes,no,NA
And how pray tell will you get the bay leaves out of here? #cookingfail http://t.co/xTHtxyjq,http://pbs.twimg.com/media/AiFwiVrCQAEJjRt.jpg,no,NA,NA
Way to spill muddy buddies all down your shirt #cookingfail #shedropseverything http://t.co/yGBYmVw,http://pbs.twimg.com/media/Ah9nus5CAAEw_8L.jpg,yes,no,NA
Candy apples gone wrong #cookingfail http://t.co/CA7eO4r4ML,http://pbs.twimg.com/media/BUo3y9GCQAA49sP.jpg,yes,yes,partial
"so me and @aubrey_ashby decided to make cookies, tasted more like corn bread then cookies.. thats a  #cookingfail http://t.co/vwFtfxvk",http://pbs.twimg.com/media/Ahz_yXGCAAAQ5xo.jpg,yes,yes,partial
I think I've used too much water to boil the rice haha #cookingfail #fail #cooking  http://t.co/YksB2kwpOU,http://pbs.twimg.com/media/BUn90PGCMAArLsw.jpg,yes,yes,partial
I cooked a sunny side up but it turned out to be overfried scrambled eggs! Dirtied the pan as well. :( #cookingfail http://t.co/NNl0WBr1,http://pbs.twimg.com/media/AhrnLjSCMAQwOrN.jpg,yes,yes,partial
Our muffins that turned out more like a cake #cookingfail @mattygervais http://t.co/npUckgoXVL,http://pbs.twimg.com/media/BUVt6lKCUAE8VTB.jpg,yes,no,NA
"Look what happened to my cookies, I guess I'm not going to be a chef #CookingFail http://t.co/9bIhX9V",http://pbs.twimg.com/media/AhYI2eNCAAA43vF.jpg,yes,yes,CD
"""Fry until golden brown on each side."" #cookingfail Still didn't set off smoke alarm though. #successkinda http://t.co/G49kCFNgMB",http://pbs.twimg.com/media/BUSnUQUCIAAitpW.jpg,yes,no,NA
"Hmm, think the garlic dough balls are a little over done! Perhaps 5 hours in the Aga was a touch too long! #cookingfail http://t.co/E6gvbWoB",http://pbs.twimg.com/media/Afb2e9UCIAEMQqd.jpg,yes,no,NA
Bugger. #cookingfail http://t.co/pptBjdR0Hv,http://pbs.twimg.com/media/BUSNacVIcAAaljZ.jpg,yes,no,NA
Right... How the hell I'm I going to cook this?!?! #cookingfail #needagf http://t.co/MsAshMus,http://pbs.twimg.com/media/AfRipofCIAADfK4.jpg,yes,yes,CD
I can't even bake gingerbread men without burning them #cookingfail http://t.co/9I1pNS7X,http://pbs.twimg.com/media/AfG8doiCEAE5iTs.jpg,yes,yes,partial
Broken aioli attempt #cookingfail http://t.co/pCVurP0mmI,http://pbs.twimg.com/media/BUPQmBFCIAEZngV.jpg,yes,yes,NA
oops we messed up the rice krispy squares! #cookingfail http://t.co/ARujwhj0,http://pbs.twimg.com/media/AeFeF7ICAAE77ow.jpg,yes,no,NA
first attempt at making yogurt… became ricotta cheese! still tasty. it went bad at 170F when the milk separated? can anyone explain? #kitchenfail #cookingfail #homecooking #fromscratch https://t.co/u45D90MhdR,http://pbs.twimg.com/media/EDvmkY1UwAAV_nv.jpg,yes,yes,partial
Who plays this song when they cook? #CookingFail @Dodgers #whiff #duckprints http://t.co/DGUmXqZM2g,http://pbs.twimg.com/media/BT5z5oWCQAA6T80.jpg,yes,no,NA
"Apparently, the cover of my casserole dish doesn't like my oven. #cookingfail http://t.co/b8k0dm55Vs",http://pbs.twimg.com/media/BTuA3oiCYAArHfg.jpg,yes,no,NA
Cooking pork sausages. Cut them and realized I took them off too early. So now I’m just trying to char the ends and realized I have land mines of dongs coming out of the frying pan #cookingfail https://t.co/maLNsk0gQT,http://pbs.twimg.com/media/EDqD_nEXoAELNxn.jpg,yes,yes,partial
Burnt fish fingers #cookingfail #fishfingersarnie http://t.co/xKemCtiY3W,http://pbs.twimg.com/media/BTpOt-eCMAAXamq.jpg,yes,yes,CD
"If you can't stand the heat, get out of the pornographic kitchen. @Ryannorton2011  @CookingChannel #cookingfail http://t.co/GR5q9vNBhG",http://pbs.twimg.com/media/BS8QG1mCYAA8W8X.jpg,no,NA,NA
I see signs like this and wonder what archaeologist will think thousands of years from now if they find that pot I threw away after burning Rice Krispie treats. #deepthoughts (#not) #ancientmysteries #ricekrispietreats #cookingfail #icantcook https://t.co/w5Q0qv1C9B,http://pbs.twimg.com/media/EDaGGDEU8AAdPI8.jpg,yes,no,NA
"I am Mandolin, slicer of veggies and hands! #cookingfail #gadgets http://t.co/jkC9yAnMIK",http://pbs.twimg.com/media/BS3fiuTCIAAb9ws.jpg,yes,no,NA
Reminder to use the safety features on kitchen gadgets. Better off w/ a Chef's knife. #cookingfail #personalchef http://t.co/r2Ldv20e6b,http://pbs.twimg.com/media/BS3XEwgCAAAdOz7.jpg,no,NA,NA
"I hope my homemade soup later is worth it.
CookingFail https://t.co/0jSEIMZ1Cf",http://pbs.twimg.com/media/EDOORmfWkAMEx4w.jpg,no,NA,NA
I burnt the toast! My cooking at its best! #cookingfail #hungry http://t.co/HaDRoNzcHb,http://pbs.twimg.com/media/BSvnb97IEAEVCTf.jpg,yes,no,NA
"I'm so bitter. I just spent the last two hours making super tasty pasta sauce from scratch, only to burn it in the last ten minutes because the stove eye next to it cooking something else got too hot and turned the sauce in the corner of sauce pan black  #cookingfail https://t.co/MnktCR2W12",http://pbs.twimg.com/tweet_video_thumb/EDKseUCW4AI-Awv.jpg,yes,no,NA
Don't play with knives kids. #blood #knife #erse #cookingfail http://t.co/byBvmqxAKX,http://pbs.twimg.com/media/BStgIKyCUAA-7o5.jpg,no,NA,NA
The moment the lid of your frying pan decides to spontaneously explode! A loud poof and imploded. Scared the bejebus out of me ‍♀️. #cookingfail #crazylid #yikes https://t.co/CbZ5PzMcAA,http://pbs.twimg.com/media/EDIzZFYXUAAde4i.jpg,yes,no,NA
PSA: Do NoT #microzest your food while distracted. Two days later and I still have a huge chunk of skin missing on my knuckle. #cooking #cookingfail #accident https://t.co/rbL0ictuTW,http://pbs.twimg.com/media/ECsZOq7UUAALc8r.jpg,no,NA,NA
Depressed that these look a thousand times better than they taste  #cookingfail http://t.co/XowiWMwIhC,http://pbs.twimg.com/media/BSosL2DCIAAb3VN.jpg,yes,yes,partial
Watching @JohnTorode1 on @thismorning trying to cook as a helicopter lands next to him is the best thing I’ve seen in a long time. Laughing so hard #cookingfail #bestbits #thismorning https://t.co/mgnJZVld3m,http://pbs.twimg.com/tweet_video_thumb/ECpnGYWXoAEcXYd.jpg,no,NA,NA
The truth about food blogging. Sometimes things don't go the way you expect them to #pancakes #cookingfail #vegan https://t.co/gAYFskYiRy,http://pbs.twimg.com/media/ECY5SufUIAEZq22.jpg,yes,yes,partial
No matter what I do this happens. #cookingfail #dinnerWasStillDelicious http://t.co/WndvnCvXD6 http://t.co/LrtayfNCEQ,http://pbs.twimg.com/media/BSeAt4kCEAAECe-.jpg,yes,yes,partial
#macaroon #fail #cookingfail #cantbake #itriedsohard #linkinpark http://t.co/Csg7FPtAOV,http://pbs.twimg.com/media/BSC86VdCEAEk4p4.jpg,yes,yes,partial
I have perfected over cooked rice recipe. #rice #cookingfail https://t.co/c7XHKx7ezi,http://pbs.twimg.com/media/ECN3ew-UYAEh7sv.jpg,yes,yes,alt
You learn something everyday. #immigrantlife #cookingfail  #nytcooking @MelissaClark https://t.co/16nLmgqtZJ,http://pbs.twimg.com/media/EB8JgeGU4AEGMS8.jpg,yes,yes,CD
Bless @tiffany &amp; @tbridge777 for loaning me their Instapot so I could remedy my cookingfail from this weekend and have carnitas to observe the most sacred of days: Taco Tuesday https://t.co/j4r8WQp1QL,http://pbs.twimg.com/media/EB4wLU0XkAAoUeu.jpg,yes,yes,partial
"Yeah the homemade cheese sauce didn't work out. Win some, lose some. #cookingfail #redwinewins http://t.co/ofT9kcnS3s",http://pbs.twimg.com/media/BRbWFJNCMAEmuet.jpg,yes,yes,partial
Just finished cooking Shrimp Pad Thai. The sauce was the bomb but I think I overcooked the noodles.  It looks so much like pancit now. #cookingfail #padthai #food https://t.co/Az36B5k775,http://pbs.twimg.com/media/EBPVcwSU8AAdL7H.jpg,yes,yes,alt
R.I.P Monsieur Spoon :'(  #cookingfail http://t.co/ykIXfXJDQ8,http://pbs.twimg.com/media/BRJXcx2CEAAoUi1.jpg,yes,no,NA
"Whoops #134: 

While making spaghetti, I made the sauce

I thought I put enough Italian seasoning, wife said it needed more... 

But I accidentally opened the whole thing and poured 90% of it in the sauce.

#cookingfail #whoops https://t.co/dLjQ9A4Fy9",http://pbs.twimg.com/tweet_video_thumb/EBGLRguUYAA6IwL.jpg,yes,no,NA
Forgot about these sweet potato chips I had put in the oven. Daddy the chef won't be impressed! #CookingFail #Burnt http://t.co/9Krlfoqfii,http://pbs.twimg.com/media/BQvuek7CQAE8DRs.jpg,yes,no,NA
"Out of all the things that could’ve gone wrong today, I did not prepare for the possibility of my microwave popcorn potentially burning my apartment to the ground. #cantcook #cookingfail #fail #FailFriday #Millennials #popmaster #popcorn @Boomchickapop #whatsthatsmell #holidays https://t.co/Kvcd5WQ9sc",http://pbs.twimg.com/tweet_video_thumb/EBCeKavXoAESdrz.jpg,yes,no,NA
So you're telling me that an hour on a hot grill is TOO long for kielbasa? #cookingFAIL http://t.co/YWQbJ2dmxi,http://pbs.twimg.com/media/BO6FX08CIAEwRnJ.jpg,yes,no,NA
I've managed to make to most convincing veggie looking meat ever - shame I was aiming for gnocchi.... #cookingfail http://t.co/BxNdastgGc,http://pbs.twimg.com/media/BOhlH2pCQAAsS_R.jpg,yes,no,perfect
I just burned a mess of shallots I was frying. #cookingFAIL  http://t.co/V5WIHvyWWA,http://pbs.twimg.com/media/BOWfURQCcAAKkmB.jpg,yes,no,NA
Loosen my mix and fold in the egg white! #dinner #souffle #cooksoftwitter #cookingfail https://t.co/dgHGvlHlYM,http://pbs.twimg.com/media/EA50NsEXYAA0vsd.jpg,yes,no,NA
#dinner #souffle #cooksoftwitter #cookingfail Egg whites beaten! @jayrayner I am crapping myself... prayers from an expert pleasr https://t.co/7JGV9ZSiHd,http://pbs.twimg.com/media/EA5y2oSX4AELwl0.jpg,yes,no,NA
So is it #CookingWin or #CookingFail when you use a #wine bottle as a measuring cup? http://t.co/s0bzC6kBVO,http://pbs.twimg.com/media/BOGr6pMCQAAapOn.jpg,no,NA,NA
"#dinner #souffle #cooksoftwitter #cookingfail Bechamel made, egg yolks and salmon bits in! https://t.co/Q4pQGtWCUJ",http://pbs.twimg.com/media/EA5xW9yXYAUYOqx.jpg,yes,yes,CD
Nooooo the berry juice has breached containment DDDDD: #pie #cooking #cookingfail http://t.co/gR7xdS4mpA,http://pbs.twimg.com/media/BN97OF4CMAEpfMi.jpg,yes,yes,partial
I am about to make my first ever souffle! This could go one of two ways! #cooksoftwitter #souffle #cookingfail #CookingforKids https://t.co/MGqPz8Kjuc,http://pbs.twimg.com/media/EA5rM8jW4AIOsPx.jpg,yes,no,NA
"No, the red stuff isn't blood. #CookingFail http://t.co/UtsaX8mDCn",http://pbs.twimg.com/media/BN0IKMeCYAAPFnc.jpg,yes,no,NA
Any guesses on the epic cooking fail? #cookingfail #EpicFail  https://t.co/6tw8A7nMCf,http://pbs.twimg.com/media/EAhU7PJWkAUfD8I.jpg,yes,no,NA
Well I guess they weren't kidding when they said middle rack only. #cookingfail http://t.co/w8KsdKnoek,http://pbs.twimg.com/media/BNzlP8jCYAAl9Ik.jpg,no,NA,NA
"Kenyataan tidak selalu manis, terkadang juga tahi :"" #cookingfail https://t.co/ldQXn5uMtd",http://pbs.twimg.com/media/EAWBdKrUEAAaUR0.jpg,no,NA,NA
When your best efforts just aren’t good enough ‍♀️ #cookingfail https://t.co/DMstq36aoh,http://pbs.twimg.com/tweet_video_thumb/EARyfhfXsAAef_2.jpg,yes,no,NA
A lot of water has evaporated.. Really not my area! #cookingfail http://t.co/ly55G8LkyP,http://pbs.twimg.com/media/BNnyVj0CIAEF7sN.jpg,yes,no,NA
Why can’t I cook #sweetpotatoe chips  every time I burn them !!! I read the instructions follow to the letter and ALWAYS burn them ‍♀️‍♀️‍♀️ #Cookingfail #cantcook #hatecooking #help https://t.co/9pZl4YR5dm,http://pbs.twimg.com/ext_tw_video_thumb/1153405913384046594/pu/img/eUeyl8yjZ5m8rnu6.jpg,yes,no,NA
@haayitslindsay mom didn't tell me I had 2 cook them right away I let them sit overnight they sprouted #cookingfail http://t.co/rQsjvQnPCn,http://pbs.twimg.com/media/BNXZi9pCEAArn69.jpg,no,NA,NA
I managed to burn my hand on the water I was part boiling my sweet potatoes in! Ouch #cookingfail http://t.co/sofCfpcYmn,http://pbs.twimg.com/media/BM_qzr_CMAA1mhb.jpg,yes,no,NA
"Do you have a #kitchen or #cooking blunder to share? C'mon, we all do. Let's learn from one another! Here's mine - don't overheat the #milk you plan to use in your #lasagna #recipe: https://t.co/0dF3SWVNFi #rdchat #cookingfail #kitchenfail #italianfood https://t.co/aAuvFWWULL",http://pbs.twimg.com/media/D_t50wvUYAAfoD0.jpg,no,NA,NA
